"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_dual","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","selfie_camera_single","display_�","body_build","body_�","main_camera_single","sound_�","comms_radio","network_gprs","network_edge","camera_�","main_camera_five","comms_infrared_port","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","selfie_camera_�","main_camera_dual","display_protection","tests_audio_quality","misc_sar_eu","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","features_�","battery_stand-by","selfie_camera_triple","battery_talk_time","battery_music_play","misc_sar","body_keyboard","features_browser"
"Huawei","Y7 (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, March 07","Available. Released 2019, March 07","158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in)","168 g (5.93 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Android 8.1 (Oreo); EMUI 8.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (uses shared SIM slot)","32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Standard charging 10W","Aurora Blue, Midnight Black, Coral Red","DUB-LX1","$ 123.99 / € 131.00 / £ 125.24","8 MP",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,,,,,,,"13 MP, f/1.8, PDAF  2 MP, (depth)",,,,,,,,,,,,,,,,
"Huawei","Y7 Prime (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, January 01","Available. Released 2019, January 01","158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in)","168 g (5.93 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Android 8.1 (Oreo); EMUI 8.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (uses shared SIM slot)","32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Standard charging 10W","Aurora Blue, Midnight Black, Coral Red, Brown (faux leather)","DUB-LX3","About 200 EUR","16 MP",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,,,,,,,"13 MP, f/1.8, PDAF  2 MP, (depth)",,,,,,,,,,,,,,,,
"Huawei","Y7 Pro (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, January","Available. Released 2019, January","158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in)","168 g (5.93 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Android 8.1 (Oreo); EMUI 8.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes (market dependent)","microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Standard charging 10W","Black, Aurora","DUB-LX2, DUB-AL20, DUB-AL00, DUB-TL00","About 200 EUR","16 MP",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,,,,,,,"13 MP, f/1.8, PDAF  2 MP, (depth)",,,,,,,,,,,,,,,,
"Huawei","Y5 lite (2018)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)",,"HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2018, December","Available. Released 2018, December","146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)","142 g (5.01 oz)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Android 8.1 Oreo (Go edition); EMUI 8","Mediatek MT6739 (28 nm)","Quad-core 1.5 GHz Cortex-A53","PowerVR GE8100","microSDXC (dedicated slot)","16GB 1GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,"LED flash",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Accelerometer, proximity","Non-removable Li-Ion 3020 mAh battery",,"Black, Blue","DRA-LX5","About 100 EUR","5 MP, f/2.2",,"Glass front, plastic back, plastic frame",,"8 MP, f/2.0, PDAF",,"FM radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","nova 4","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 6, 7, 8, 19, 34, 38, 39, 40, 41 - Asia",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, December","Available. Released 2018, December","157 x 75.1 x 7.8 mm (6.18 x 2.96 x 0.31 in)","172 g (6.07 oz)","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm (~86.0% screen-to-body ratio)","1080 x 2310 pixels (~398 ppi density)","Android 9.0 (Pie); EMUI 9","Hisilicon Kirin 970 (10 nm)","Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)","Mali-G72 MP12","No","128GB 6GB RAM, 128GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps, (gyro-EIS)",,"HDR","1080p@30fps, (gyro-EIS)","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3750 mAh battery","Fast charging 18W","Aurora Blue, Red, White, Black","VCE-AL00, VCE-TL00, VCE-L22","About 400 EUR","25 MP, f/2.0",,"Glass front, glass back, aluminum frame",,,,"No",,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF or 20 MP, f/1.8, (wide), PDAF  16 MP, f/2.2, 13mm (ultrawide)  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,
"Huawei","P smart 2019","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, December 28","Available. Released 2019, January 11","155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)","160 g (5.64 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)","Android 9.0 (Pie); EMUI 9.1","Hisilicon Kirin 710 (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30/60fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes (POT-LX1)","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3400 mAh battery","Standard charging 10W","Midnight Black, Aurora Blue, Sapphire Blue, Coral Red","POT-LX1, POT-LX1AF, POT-LX2J, POT-LX1RUA, POT-LX3","$ 149.24 / € 135.00 / £ 118.31","16 MP or 8 MP, f/2.0",,"Glass front, plastic back, plastic frame",,,,"FM radio",,,,,,,"Contrast ratio: 1345:1 (nominal), 3.069 (sunlight)","Photo / Video","Voice 69dB / Noise 73dB / Ring 86dB","Endurance rating 88h",,,"13 MP, f/1.8, PDAF  2 MP, (depth)",,"Noise -93.1dB / Crosstalk -81.9dB","0.83 W/kg (head)   �",,,,,,,,,,,,,
"Huawei","Enjoy 9","GSM / CDMA / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 8, 38, 39, 40, 41",,"HSPA, LTE-A","2018, December","Available. Released 2018, December","158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in)","168 g (5.93 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Android 8.1 (Oreo); EMUI 8.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps",,"HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Black, Red, Aurora Blue, Aurora Purple","DUB-AL00, DUB-TL00, DUB-AL20","About 130 EUR","8 MP, f/2.0",,"Glass front, plastic back, plastic frame",,,,"No",,,,,,,,,,,,,"13 MP, f/1.8, PDAF  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
"Huawei","Watch Magic","No cellular connectivity","N/A",,,,,"No","2018, November","Available. Released 2018, November","42.8 x 42.8 x 9.8 mm (1.69 x 1.69 x 0.39 in)","32.5 g (1.16 oz)","No","OLED capacitive touchscreen, 16M colors","1.2 inches, 9.2 cm (~50.5% screen-to-body ratio)","390 x 390 pixels, 1:1 ratio (~326 ppi density)",,,,,"No","128MB 16MB RAM",,,,,,,,"Yes","No","No","4.2, LE","Yes, with GLONASS, GALILEO","Yes","No","Accelerometer, gyro, heart rate, barometer, compass","Non-removable Li-Ion 178 mAh battery",,"Lava Black, Moonlight Silver",,"About 150 EUR",,,"Glass front, plastic back, stainless steel 316L frame","50m water resistant",,,"No","No","No","No",,,,,,,,,,,,,,"Yes","Yes","Email, IM","No","No",,,,,,,,
"Huawei","Watch GT","No cellular connectivity","N/A",,,,,"No","2018, October","Available. Released 2018, November","46.5 x 46.5 x 10.6 mm (1.83 x 1.83 x 0.42 in)","46 g (1.62 oz)","No","OLED capacitive touchscreen, 16M colors","1.39 inches, 12.5 cm (~57.9% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~326 ppi density)","Huawei wearable platform",,,,"No","128MB 16MB RAM",,,,,,,,"No","No","No","4.2, LE, EDR","Yes, with GLONASS, GALILEO",,"No","Accelerometer, gyro, heart rate, barometer, compass","Non-removable Li-Ion 420 mAh battery",,"Black Stainless Steel, Stainless Steel","FTN-B19","About 200 EUR",,,"Glass front, ceramic back, stainless steel frame","50m water resistant",,,"No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Mate 20 RS Porsche Design","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40",,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2018, October","Available. Released 2018, December","157.8 x 72.3 x 9.7 mm (6.21 x 2.85 x 0.38 in)","187 g (6.60 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~87.9% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)","Android 9.0 (Pie); EMUI 9.1","HiSilicon Kirin 980 (7 nm)","Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)","Mali-G76 MP10","NM (Nano Memory), up to 256GB (uses shared SIM slot)","256GB 8GB RAM, 512GB 8GB RAM","UFS 2.1",,"Leica optics, dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm  TOF 3D, (depth/biometrics sensor)","HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Non-removable Li-Po 4200 mAh battery","Fast charging 40W, 70% in 30 min (advertised)  Qi wireless fast charging 15W  Reverse wireless charging","Black, Red (China only)","LYA-L29, LYA-AL00P","About 1200 EUR",,"HDR10","Glass front (Gorilla Glass), leather/glass back, aluminum frame","IP68 dust/water resistant (up to 2m for 30 mins)",,"32-bit/384kHz audio","No",,,,,"Yes",,,,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF  8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, Laser AF, OIS, 3x optical zoom  20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF, Laser AF",,,"Corning Gorilla Glass (unspecified version)",,,,,,,,,,,,,,,
