"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","selfie_camera_dual","misc_models","sound_�","main_camera_dual","comms_radio","body_�","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","camera_�","misc_sar","misc_sar_eu","tests_audio_quality","main_camera_single","battery_stand-by","battery_talk_time","comms_infrared_port","features_�","network_gprs","network_edge","selfie_camera_�"
"Oppo","Reno2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41",,"HSPA, LTE-A","2019, August","Available. Released 2019, September","160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in)","189 g (6.67 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.1 cm (~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Corning Gorilla Glass 6",,"Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Qualcomm SDM730 Snapdragon 730G (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","microSDXC (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Luminous Black, Ocean Blue, Sunset Pink","$ 511.03 / € 399.99 / £ 573.99 / ₹ 32,990",,,"PCKM70, PCKT00, PCKM00, CPH1907",,,"FM radio",,,"AnTuTu: 214097 (v7), 261990 (v8)  GeekBench: 7001 (v4.4)  GFXBench: 14fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 67dB / Noise 71dB / Ring 81dB","Endurance rating 102h",,,,"Noise -92.9dB / Crosstalk -92.4dB",,,,,,,,
"Oppo","Reno2 F","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA, LTE-A","2019, August","Available. Released 2019, October","162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.8 cm (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 8GB RAM","UFS 2.1","48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Sky White, Lake Green","£ 349.00 / ₹ 17,990",,,"CPH1989",,,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","Reno2 Z","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA, LTE-A","2019, August","Available. Released 2019, September","162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Mediatek MT6779 Helio P90 (12 nm)","Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)","PowerVR GM9446","microSDXC (dedicated slot)","128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Sky White, Luminous Black","$ 449.99 / € 309.64 / £ 327.20 / ₹ 21,990",,,"PCKM70, PCKT00, PCKM00, CPH1945, CPH1951",,,"FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","Reno Z","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, June","157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in)","186 g (6.56 oz)","Glass front (Gorilla Glass 5), glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~85.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 5","HDR10","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 7.0","Mediatek MT6779 Helio P90 (12 nm)","Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)","PowerVR GM9446","No","128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps (gyro-EIS)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4035 mAh battery","Fast charging 20W  VOOC 3.0","Jet Black, Aurora Purple - EuropeStar Purple, Extreme Night Black, Coral Orange, Bead White - China","About 330 EUR","CDMA2000 1xEV-DO",,"PCDM10, CPH1979","24-bit/192kHz audio","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","K3","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 8, 38, 39, 40, 41",,"HSPA, LTE-A","2019, May","Available. Released 2019, May","161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in)","191 g (6.74 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.8 cm (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","No","64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/120fps, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3765 mAh battery","Fast charging 20W  VOOC 3.0","Black, Nebula Purple, Morning White","$ 331.92 / £ 269.00 / ₹ 18,999","CDMA 800 & TD-SCDMA",,"CPH1955, CUN-AL00, PCGM00",,"16 MP, f/1.7, 1/2.5"", 1.12µm, PDAF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A9x","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA, LTE-A","2019, May","Available. Released 2019, May","162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)","190 g (6.70 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (uses shared SIM slot)","128GB 6GB RAM","eMMC 5.1",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4020 mAh battery","Fast charging 20W  VOOC 3.0","Meteorite Black, Ice Jade White","About 260 EUR","CDMA 800 & TD-SCDMA",,"PCEM00",,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A9","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/75 Mbps","2019, April","Available. Released 2019, April","162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)","190 g (6.70 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Corning Gorilla Glass 5","480 nits max brightness (advertised)","Android 9.0 (Pie); ColorOS 6","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (uses shared SIM slot)","128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","eMMC 5.1",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4020 mAh battery","Standard charging 10W","Mica Green, Ice Jade White, Fluorite Purple","$ 255.27 / € 255.97 / £ 219.00 / ₹ 16,490","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - India",,"PCAM10, CPH1938",,"16 MP, f/1.8, (wide), 1/2.8"", 1.12µm, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,"1.19 W/kg (head)     0.60 W/kg (body)   �",,,,,,,,,,
"Oppo","Reno 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - Global","78 NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps; 5G (2+ Gbps DL)","2019, April","Available. Released 2019, May","162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in)","215 g (7.58 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.6 inches, 108.6 cm (~86.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)","Corning Gorilla Glass 6",,"Android 9.0 (Pie); ColorOS 6","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","microSDXC (uses shared SIM slot)","256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4065 mAh battery","Fast charging 20W  VOOC","Ocean Green, Jet Black","About 880 EUR","CDMA2000 1xEV-DO",,"CPH1921","24-bit/192kHz audio",,"No",,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS  Periscope 13 MP, f/3.0, 130mm (telephoto), 5x optical zoom, PDAF, Laser AF, OIS  8 MP, f/2.2, 16mm (ultrawide)",,,,,,,,,,,,,,,,,
"Oppo","Reno 10x zoom","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, April","Available. Released 2019, June","162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in)","210 g (7.41 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.6 inches, 108.6 cm (~86.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)","Corning Gorilla Glass 6",,"Android 9.0 (Pie), upgradable to Android 10.0; ColorOS 7.0","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","microSDXC (uses shared SIM slot)","128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4065 mAh battery","Fast charging 20W  VOOC","Ocean Green (Fog Sea Green), Jet Black (Extreme Night Black), Mist Pink, Ocean Blue (256GB 12GB RAM only)","$ 628.88 / £ 454.98 / ₹ 38,990","CDMA2000 1xEV-DO",,"CPH1919, PCCM00","24-bit/192kHz audio",,"No",,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS  Periscope 13 MP, f/3.0, 130mm (telephoto), 5x optical zoom, PDAF, Laser AF, OIS  8 MP, f/2.2, 16mm (ultrawide)","AnTuTu: 364220 (v7), 407473 (v8)  GeekBench: 10395 (v4.4), 2103 (v5.1)  GFXBench: 35fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","-24.7 LUFS (Very good)","Endurance rating 107h",,,,,,,,,,,,
"Oppo","Reno","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","LTE - Global",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, April","Available. Released 2019, April","156.6 x 74.3 x 9 mm (6.17 x 2.93 x 0.35 in)","185 g (6.53 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~86.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 6",,"Android 9.0 (Pie), upgradable to Android 10.0; ColorOS 7.0","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","No","128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3765 mAh battery","Fast charging 20W  VOOC","Ocean Green, Jet Black, Nebula Purple, Pink Mist, Coral Orange, Inspiration Edition","$ 498.58 / € 288.83 / £ 319.99","1, 2, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41 - Mobile Edition",,"PCAM00, PCAT00, CPH1917","24-bit/192kHz audio","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.4, (depth)","No",,,,,,,,,,,,,,,,,,,
"Oppo","A1k","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE-A","2019, April","Available. Released 2019, May","154.5 x 73.8 x 8.4 mm (6.08 x 2.91 x 0.33 in)","170 g (6.00 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm (~80.1% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Corning Gorilla Glass 3",,"Android 9.0 (Pie); ColorOS 6","Mediatek MT6762 Helio P22 (12 nm)","Octa-core 2.0 GHz Cortex-A53","PowerVR GE8320","microSDXC (dedicated slot)","32GB 2GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.0, 1/5"", 1.12µm","HDR","720p","Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery",,"Black, Red","About 100 EUR",,,"CPH1923",,,"FM radio",,,,,,,,,,,,"8 MP, f/2.2, 1/3.2"", 1.4µm, AF",,,,,,,
"Oppo","A7n","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, April","Available. Released 2019, May","155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in)","170 g (6.00 oz)",,"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,,"Android 8.1 (Oreo); ColorOS 5.2","Mediatek MT6765 Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (dedicated slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR",,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 4230 mAh battery",,"Green","About 200 EUR","CDMA 800 & TD-SCDMA",,"PCDM00, PCDT00",,"13 MP, f/2.2, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
"Oppo","A5s (AX5s)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, March","Available. Released 2019, April","155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in)","170 g (6.00 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Corning Gorilla Glass 3",,"Android 8.1 (Oreo); ColorOS 5.2","Mediatek MT6765 Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (dedicated slot)","32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.0","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 4230 mAh battery",,"Red, Black, Gold, Green","$ 209.00 / £ 161.09 / ₹ 8,990",,,"CPH1909, CPH1920",,"13 MP, f/2.2, AF  2 MP, f/2.4, (depth)","FM radio",,,,,,,,,,,,,,,,,,,
